
Note: No compatibility mode selected!


Circuit: * operating point and noise floor: 16 arm a rings, tt, -40 c, 1.98 v

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
Note: Starting dynamic gmin stepping
Warning: Dynamic gmin stepping failed
Note: Starting true gmin stepping
Note: True gmin stepping completed

Initial Transient Solution
--------------------------

Node                                   Voltage
x7_n28                                    1.98
x7_n29                             3.02888e-09
x7_out                             1.92998e-09
x8_n0                                     1.98
x8_n30                                    1.98
x8_n1                              3.02888e-09
x8_n2                                     1.98
x8_n3                              3.02888e-09
x8_n4                                     1.98
x8_n5                              3.02888e-09
x8_n6                                     1.98
x8_n7                              3.02888e-09
x8_n8                                     1.98
x8_n9                              3.02888e-09
x8_n10                                    1.98
x8_n11                             3.02888e-09
x8_n12                                    1.98
x8_n13                             3.02888e-09
x8_n14                                    1.98
x8_n15                             3.02888e-09
x8_n16                                    1.98
x8_n17                             3.02888e-09
x8_n18                                    1.98
x8_n19                             3.02888e-09
x8_n20                                    1.98
x8_n21                             3.02888e-09
x8_n22                                    1.98
x8_n23                             3.02888e-09
x8_n24                                    1.98
x8_n25                             3.02888e-09
x8_n26                                    1.98
x8_n27                             3.02888e-09
x8_n28                                    1.98
x8_n29                             3.02888e-09
x8_out                             1.92998e-09
x9_n0                                     1.98
x9_n30                                    1.98
x9_n1                              3.02888e-09
x9_n2                                     1.98
x9_n3                              3.02888e-09
x9_n4                                     1.98
x9_n5                              3.02888e-09
x9_n6                                     1.98
x9_n7                              3.02888e-09
x9_n8                                     1.98
x9_n9                              3.02888e-09
x9_n10                                    1.98
x9_n11                             3.02888e-09
x9_n12                                    1.98
x9_n13                             3.02888e-09
x9_n14                                    1.98
x9_n15                             3.02888e-09
x9_n16                                    1.98
x9_n17                             3.02888e-09
x9_n18                                    1.98
x9_n19                             3.02888e-09
x9_n20                                    1.98
x9_n21                             3.02888e-09
x9_n22                                    1.98
x9_n23                             3.02888e-09
x9_n24                                    1.98
x9_n25                             3.02888e-09
x9_n26                                    1.98
x9_n27                             3.02888e-09
x9_n28                                    1.98
x9_n29                             3.02888e-09
x9_out                             1.92998e-09
x10_n0                                    1.98
x10_n30                                   1.98
x10_n1                             3.02888e-09
x10_n2                                    1.98
x10_n3                             3.02888e-09
x10_n4                                    1.98
x10_n5                             3.02888e-09
x10_n6                                    1.98
x10_n7                             3.02888e-09
x10_n8                                    1.98
x10_n9                             3.02888e-09
x10_n10                                   1.98
x10_n11                            3.02888e-09
x10_n12                                   1.98
x10_n13                            3.02888e-09
x10_n14                                   1.98
x10_n15                            3.02888e-09
x10_n16                                   1.98
x10_n17                            3.02888e-09
x10_n18                                   1.98
x10_n19                            3.02888e-09
x10_n20                                   1.98
x10_n21                            3.02888e-09
x10_n22                                   1.98
x10_n23                            3.02888e-09
x10_n24                                   1.98
x10_n25                            3.02888e-09
x10_n26                                   1.98
x10_n27                            3.02888e-09
x10_n28                                   1.98
x10_n29                            3.02888e-09
x10_out                            1.92998e-09
x11_n0                                    1.98
x11_n30                                   1.98
x11_n1                             3.02888e-09
x11_n2                                    1.98
x11_n3                             3.02888e-09
x11_n4                                    1.98
x11_n5                             3.02888e-09
x11_n6                                    1.98
x11_n7                             3.02888e-09
x11_n8                                    1.98
x11_n9                             3.02888e-09
x11_n10                                   1.98
x11_n11                            3.02888e-09
x11_n12                                   1.98
x11_n13                            3.02888e-09
x11_n14                                   1.98
x11_n15                            3.02888e-09
x11_n16                                   1.98
x11_n17                            3.02888e-09
x11_n18                                   1.98
x11_n19                            3.02888e-09
x11_n20                                   1.98
x11_n21                            3.02888e-09
x11_n22                                   1.98
x11_n23                            3.02888e-09
x11_n24                                   1.98
x11_n25                            3.02888e-09
x11_n26                                   1.98
x11_n27                            3.02888e-09
x11_n28                                   1.98
x11_n29                            3.02888e-09
x11_out                            1.92998e-09
x12_n0                                    1.98
x12_n30                                   1.98
x12_n1                             3.02888e-09
x12_n2                                    1.98
x12_n3                             3.02888e-09
x12_n4                                    1.98
x12_n5                             3.02888e-09
x12_n6                                    1.98
x12_n7                             3.02888e-09
x12_n8                                    1.98
x12_n9                             3.02888e-09
x12_n10                                   1.98
x12_n11                            3.02888e-09
x12_n12                                   1.98
x12_n13                            3.02888e-09
x12_n14                                   1.98
x12_n15                            3.02888e-09
x12_n16                                   1.98
x12_n17                            3.02888e-09
x12_n18                                   1.98
x12_n19                            3.02888e-09
x12_n20                                   1.98
x12_n21                            3.02888e-09
x12_n22                                   1.98
x12_n23                            3.02888e-09
x12_n24                                   1.98
x12_n25                            3.02888e-09
x12_n26                                   1.98
x12_n27                            3.02888e-09
x12_n28                                   1.98
x12_n29                            3.02888e-09
x12_out                            1.92998e-09
x13_n0                                    1.98
x13_n30                                   1.98
x13_n1                             3.02888e-09
x13_n2                                    1.98
x13_n3                             3.02888e-09
x13_n4                                    1.98
x13_n5                             3.02888e-09
x13_n6                                    1.98
x13_n7                             3.02888e-09
x13_n8                                    1.98
x13_n9                             3.02888e-09
x13_n10                                   1.98
x13_n11                            3.02888e-09
x13_n12                                   1.98
x13_n13                            3.02888e-09
x13_n14                                   1.98
x13_n15                            3.02888e-09
x13_n16                                   1.98
x13_n17                            3.02888e-09
x13_n18                                   1.98
x13_n19                            3.02888e-09
x13_n20                                   1.98
x13_n21                            3.02888e-09
x13_n22                                   1.98
x13_n23                            3.02888e-09
x13_n24                                   1.98
x13_n25                            3.02888e-09
x13_n26                                   1.98
x13_n27                            3.02888e-09
x13_n28                                   1.98
x13_n29                            3.02888e-09
x13_out                            1.92998e-09
x14_n0                                    1.98
x14_n30                                   1.98
x14_n1                             3.02888e-09
x14_n2                                    1.98
x14_n3                             3.02888e-09
x14_n4                                    1.98
x14_n5                             3.02888e-09
x14_n6                                    1.98
x14_n7                             3.02888e-09
x14_n8                                    1.98
x14_n9                             3.02888e-09
x14_n10                                   1.98
x14_n11                            3.02888e-09
x14_n12                                   1.98
x14_n13                            3.02888e-09
x14_n14                                   1.98
x14_n15                            3.02888e-09
x14_n16                                   1.98
x14_n17                            3.02888e-09
x14_n18                                   1.98
x14_n19                            3.02888e-09
x14_n20                                   1.98
x14_n21                            3.02888e-09
x14_n22                                   1.98
x14_n23                            3.02888e-09
x14_n24                                   1.98
x14_n25                            3.02888e-09
x14_n26                                   1.98
x14_n27                            3.02888e-09
x14_n28                                   1.98
x14_n29                            3.02888e-09
x14_out                            1.92998e-09
x15_n0                                    1.98
x15_n30                                   1.98
x15_n1                             3.02888e-09
x15_n2                                    1.98
x15_n3                             3.02888e-09
x15_n4                                    1.98
x15_n5                             3.02888e-09
x15_n6                                    1.98
x15_n7                             3.02888e-09
x15_n8                                    1.98
x15_n9                             3.02888e-09
x15_n10                                   1.98
x15_n11                            3.02888e-09
x15_n12                                   1.98
x15_n13                            3.02888e-09
x15_n14                                   1.98
x15_n15                            3.02888e-09
x15_n16                                   1.98
x15_n17                            3.02888e-09
x15_n18                                   1.98
x15_n19                            3.02888e-09
x15_n20                                   1.98
x15_n21                            3.02888e-09
x15_n22                                   1.98
x15_n23                            3.02888e-09
x15_n24                                   1.98
x15_n25                            3.02888e-09
x15_n26                                   1.98
x15_n27                            3.02888e-09
x15_n28                                   1.98
x15_n29                            3.02888e-09
x15_out                            1.92998e-09
ven#branch                                   0
vdd#branch                         -1.6143e-09


No. of Data Rows : 24014
tp0                 =  3.086788e-08 targ=  3.951297e-08 trig=  8.645088e-09
tp1                 =  3.023217e-08 targ=  3.874720e-08 trig=  8.515035e-09
tp2                 =  3.074114e-08 targ=  3.935823e-08 trig=  8.617086e-09
tp3                 =  3.082701e-08 targ=  3.946151e-08 trig=  8.634504e-09
tp4                 =  2.952289e-08 targ=  3.786895e-08 trig=  8.346059e-09
tp5                 =  2.961747e-08 targ=  3.800307e-08 trig=  8.385598e-09
tp6                 =  3.016134e-08 targ=  3.866003e-08 trig=  8.498690e-09
tp7                 =  2.928619e-08 targ=  3.760738e-08 trig=  8.321192e-09
tp8                 =  2.982014e-08 targ=  3.824901e-08 trig=  8.428871e-09
tp9                 =  3.002954e-08 targ=  3.850017e-08 trig=  8.470628e-09
tp10                =  3.016722e-08 targ=  3.866337e-08 trig=  8.496151e-09
tp11                =  2.957646e-08 targ=  3.794300e-08 trig=  8.366548e-09
tp12                =  3.039180e-08 targ=  3.894308e-08 trig=  8.551278e-09
tp13                =  3.018306e-08 targ=  3.867760e-08 trig=  8.494535e-09
tp14                =  3.095245e-08 targ=  3.961706e-08 trig=  8.664609e-09
tp15                =  2.984660e-08 targ=  3.828417e-08 trig=  8.437561e-09
f0 = 6.479227e+08
f1 = 6.615470e+08
f2 = 6.505940e+08
f3 = 6.487817e+08
f4 = 6.774405e+08
f5 = 6.752771e+08
f6 = 6.631005e+08
f7 = 6.829157e+08
f8 = 6.706877e+08
f9 = 6.660109e+08
f10 = 6.629713e+08
f11 = 6.762134e+08
f12 = 6.580722e+08
f13 = 6.626233e+08
f14 = 6.461524e+08
f15 = 6.700931e+08
Note: Simulation executed from .control section 
